text,label
ihsg dibuka sideways saham isat dan asii tetap melaju kencang,Positif
belum laporkan keuangan interim bei denda 77 emiten,Negatif
tupperware selamat dari bangkrut ini penyelamatnya,Positif
bank mandiri sabet gelar the strongest bank in indonesia 2024,Positif
ojk terbitkan aturan pembentukan satgas kegiatan usaha tanpa izin,Netral
profil agrinas perusahaan hasil merger tiga bumn karya,Netral
bos pos indonesia ungkap rencana holding bumn logistik,Netral
bursa asia dibuka sumringah kecuali shanghai china,Positif
lsi denny ja prabowogibran 466 ganjarmahfud 248 amin 228,Netral
pekan depan angkasa pura ap merger ini kata wamen bumn,Netral
ojk bukabukaan soal akuisisi bank muamalat oleh btn syariah,Netral
gada hubungannya sih adro emg downtrend setahun ini hmsp downtrend udh setahun essa lg bottoming mdka ijo klo udh biasa mantau trading saham kyknya ngerti market memang lg krg bersahabat krn biasanya pemilu banyak yang wait and see,Negatif
anak usaha towr perpanjang jangka kredit dari 3 bank,Positif
pemilu as tinggal menghitung hari wall street mulai berpesta,Positif
hiyahiya besok beli saham hmsp selot biar punya power pas interview anda mau apa saya pemegang saham di perusahaan ini cepat terima saya di perusahaan atau saya lapor ke jajaran direksi,Positif
abaikan manufaktur as melambat wall street dibuka menguat,Positif
gatau mas ta souvenir unvr yg keren bagiku wkwkwk,Netral
ihsg uji level 6900 saham bmri sampai untr jadi rekomendasi,Positif
kapitalisasi bitcoin diramal bisa separuh emas sentuh us 88 t,Netral
transaksi qris ada biaya ini penjelasannya,Netral
ipo tawarkan harga rp 100 per saham ini pengendali yoii,Positif
tapi makasih pak wowo unggul saham indo pada naik terutama bbca dan bahan tambang lainya … btc up 3k thanks a,Positif
ini dia bumn penyumbang dividen terbesar no2 ri,Netral
ihsg gagal bertahan di level 7700 tertekan kinerja 5 saham ini,Negatif
catat rugi bersih terendah goto cetak rekor baru di q12024,Positif
rekomendasi saham indftlkm usai prabowogibran menang quick count pilpres 2024,Positif
antam buka suara soal kasus tata kelola emas bantah ada korupsi,Netral
2024 pegang bbri sama amrt ajalha klo gitu,Positif
bank aladin syariah bank phk massal pangkas 25 karyawan,Negatif
ada tiga wamen baru ihsg ditutup melesat 134,Positif
crazy rich surabaya budi said lakukan 149 transaksi mencurigakan,Negatif
bos bca waspada kredit bank turun gegara daya beli lemah,Negatif
bi catat kredit tumbuh 116 jadi rp7430 t pada juli 2024,Positif
setelah kerja sama orang lain beliau memutuskan mulai membangun bisnisnya sendiri kamu sudah mulai bisnis kamu sendiri 🤔 jangan kelewatan berita saham 👇,Netral
bangun rumah sakit internasional mayapada siapkan capex rp 2 t,Positif
tlkm pas ipo 16 juta 2 lot 1000 lembar dijual 16 tahun kemudian tahun 2008 bulan mei di harga 9000 an dapat 20 juta lebih termasuk saham bonus,Positif
profil thomas djiwandono keponakan prabowo yang mau jadi wamenkeu,Netral
ihsg ambruk lagi nyaris ditutup turun 2 hari ini,Negatif
bisnis ai raksasa software as ini kian kinclong ri jadi pasar besar,Positif
awasi bank ojk teken kerja sama dengan otoritas moneter hong kong,Positif
bank raya agro buka opsi rencana buyback lagi,Netral
jumlah investor muda bertambah ojk kekuatan baru pasar modal ri,Positif
di net sell asing dan juga william tanuwijaya dari tokped窶ｦ sobat serok nyangkut atau liatin aja nih 舒窶昨汳ｨ jangan lupa mampir 燥晶,Negatif
ini 1 kreditur yang bikin sritex sril pailit,Negatif
saham hm sampoerna hmsp kebakaran usai klaim boy thohir dukung prabowo,Negatif
sb unvr memang mereka lagi turun aja performanya dari dulu justru yg kenceng diboikot ky mcd malah kalo dilihat dari saham justru lagi naik plis lah aksi sih aksi tapi rada ngotak dikit lah minimal pelajari dulu kalo gapaham sesuatu tuh,Negatif
total market capitalization jml saham beredar x harga saham pd akhir thn 2022 dr 10 saham ini sdh mewakili 4464 dari keseluruhan saham yg ada di idx artinya sdh hmpr 12 market capitalization dipegang olh mrk bersepuluh bbca bbri byan … adro,Netral
bertemu omaoma di rups unvr masih bawa saham warkat lalu menasehati masih muda jangan boros waktu masih kerja saya beli ori 001 saya hmm beneran investor senior,Netral
bos btn bbtn ungkap tantangan sektor perumahan indonesia,Netral
saham unvr kembali berulah scalping portofolio warteg saham by jo ot c lage lah unjuk kinerja waj1b dipersembahkan neh 26 februari 2024,Negatif
terbaru segini biaya admin bulanan bca bri bni dan mandiri,Netral
ihsg ditutup naik tipis tapi gagal balik ke 7600an,Positif
golden westindo artajaya tunda ipo,Negatif
melihat siapa yang masih jorjoran serok saham unilever unvr,Netral
maskapai murah as bangrut industri penerbangan dapat pelajaran ini,Netral
orang terkaya di indonesia low tuck kwong borong saham perusahaan yang ia dirikan pt bayan resources tbk byan sebesar rp4751 miliar,Positif
rugi rp 712 triliun gegara whoosh saham wika kok terbang 125,Positif
anggota tni temukan harta karun era orde baru di sukabumi,Netral
breaking bi tahan suku bunga acuan dolar naik ke rp 15860,Negatif
emiten pengelola starbucks mapb rugi rp 50 m efek boikot israel,Negatif
bank mandiri mencetak sejarah baru saham bmri mencapai alltime high di rp 6125 usai stock split kami berterima kasih atas kepercayaan yang diberikan oleh para investor bersamasama mari kita capai lebih banyak lagi,Positif
soal proyek di ikn ciputra ctra bilang gini,Netral
arah gerak saham bbni usai stock split,Netral
ihsg incar level 6153 rekomendasi saham bbri hmsp aali cs,Positif
jalannya sudah ada tapi belum ada bpr minat ipo tahun ini,Netral
asing catat net sell rp307 m di saham unvr sejak awal tahun ada apa,Negatif
harga tiket pesawat turun ahy ke erick thohir terima kasih bumn,Netral
modus budi said catut nama guru ngaji untuk beli emas rp48 m terungkap,Negatif
dolar as mahal banget pengusaha ini nawar di money changer,Netral
dividen ptba tahun ini tak 100 dari laba 2023 dirut ungkap alasannya,Negatif
berita lainnya hari ini asii kembali ekspor daihatsu wiim umumkan telah menjual 38 juta saham hasil buyback dengan harga ratarata rp3411lembar menteri keuangan sri mulyani menaikkan cukai minuman beralkohol per 1 januari 2024 lengkapnya,Netral
bursa efek indonesia bei merombak konstituen yang masuk dalam indeks lq45 saham indy scma tbig dan tpia hengkang digantikan mbma mtel pgeo ptmp,Netral
perusahaan tambang bill gates temukan harta karun raksasa di afrika,Netral
ihsg babak belur lagi saham bren anjlok 14 cuan sentuh arb,Negatif
asing borong saham rp 177 t bbri bmri amp bris jadi incaran,Positif
bye muamalat btn bbtn bakal pilih victoria syariah,Netral
mentalnya diobrak abrik saham asii,Negatif
phintraco sekuritas memprediksi ihsg hari ini kembali konsolidatif rekomendasikan peluang cuan ada di lima saham salah satunya bbni,Positif
laba bersih mitratel tembus rp 211 triliun di 2024 tumbuh 48,Positif
wait and see inflasi as rupiah masih rawan melemah,Negatif
ojk akan adopsi aturan pengawasan kripto dari bappebti,Netral
laba aia rp16 t di 2023 ini katalisnya,Positif
ini profil william li founder akulaku yang kena semprit ojk,Netral
asing koleksi saham avia bbni tpia bbri dan emtk saat ihsg hijau,Positif
bukan dolar as mata uang ini ternyata banyak dicari warga ri,Netral
xl axiata dan smartfren umumkan merger strategis senilai rp 104 t,Positif
sosok miriam adelson dokter yang jadi ratu judi dunia,Netral
bitcoin pecah rekor ramalan robert kiyosaki jadi kenyataan,Netral
beda iuran dana pensiun wajib jht bpjs tk pekerja wajib tahu,Netral
erick thohir tunjuk maya watono jadi dirut injourney ini profilnya,Netral
tidak cuma di saham asii tapi karena asii market capnya besar apps ajaib ngasih duit pinjaman 12 kali lipat dari modal misalnya saya punya 1000000 bisa jadi 12 juta untuk trading nanti di akhir hari 11 jutanya harus dibalikin,Netral
terungkap ini orang dekat prabowo pencetus ide pembentukan danantara,Netral
king bbca sama queen bbri beli sambil merem juga terbang 🤣,Positif
daftar bunga deposito bank digital terbaru ada yang kasih 10,Netral
menteri rosan umumkan struktur lengkap danantara siang ini,Netral
emiten buahbuahan buah ini tebar dividen segini nilainya,Positif
asdp catat pertumbuhan aset 45 dalam 5 tahun terakhir,Positif
kompak hengkang dari pdip segini harta maruarar budiman,Netral
saham rekomend apa paa aku sih pengen bbca dan bbri aja tapi belum turun2 mau beli,Positif
hexa bagi dividen tunai us 389 juta ke pemegang saham,Positif
harga emas sepekan mending beli atau jual,Netral
untuk saham top gainer amp top loser hari ini top gainer cuan rp 13425 625 untr rp 21800 525 kaef rp 1265 250 top loser nfcx rp 3530 760 wiim rp 2230 740 byan rp 19000 500,Netral
segini harta kekayaan sugiono menteri luar negeri ri baru,Netral
bps bi dinanti pasar dolar dibuka menguat ke rp15570,Negatif
pinjol ilegal menjamur ojk hentikan 2288 aktivitas keuangan ilegal,Positif
yang punya saham bca tahun 2020 sekarang happy banget pasti,Positif
ppn 12 potensi tekan daya beli bankir teriak gini,Negatif
prospek saham grup astra asii untr auto aali setelah laba ngebut,Positif
heboh gaji pegawai garuda eks lion hampir rp1 m ini kata manajemen,Netral
yang cute saham admr arto asii bbca bbri hero mapi saham2 tsb merata meraup cute di 3 portofolio warteg saham by jo ot b ot c ot p gitu per tgl 06 januari 2024 bahkan naek trennya dibanding per tgl 29 januari 2024,Positif
bbca bmri terbang kan kaaan temen2 udah tak kasih tau the fed dovish saham jd bagus tinggal eksekusi smoga pda cuan juga freennn mantap panasss,Positif
dana nasabah aman 9994 rekening di bank dijamin lps,Positif
asing terciduk diamdiam lego 10 saham ini kala ihsg menguat,Negatif
ihsg uji level 6908 cek saham asri elsa icbp tlkm,Netral
cerita pendiri aqua ternyata dulu calon bos pertamina,Netral
kpk tetapkan 5 tersangka korupsi bjb ada eks dirut yuddy renaldi,Negatif
– bursa efek indonesia bei telah mengeluarkan efek bersifat ekuitas pt hm sampoerna tbk idxhmsp dari daftar saham saham yang masuk lq45 low carbon leaders mulai 3 februari 2023,Netral
simak ini alasan utama bi rate tetap 6,Netral
shm pertama kali ikut rups ini cara daftarnya gimana ya udh baca” masih blm paham btw rups bca thx,Netral
ihsg ngegas lagi ditutup naik 148 hari ini,Positif
kerja 5 tahun anggota dpr ternyata dapat uang pensiun seumur hidup,Netral
ihsg koreksi di sesi i sektor saham ini biang keroknya,Negatif
uu bumn jadi sentimen positif investor saham himbara diramal naik,Positif
pertumbuhan ekonomi ri melambat rupiah melemah ke rp15700us,Negatif
saham gocap mulai bangkit dari kubur ini daftarnya,Positif
90 timah tins diekspor ini negara tujuannya,Netral
asing terciduk diamdiam borong 10 saham ini kala ihsg ambruk,Positif
pasca dicaplok djarum ini proyeksi kinerja remala abadi data,Netral
bos telkomsel buka suara soal proyeksi bisnis usai merger xlsmarfren,Netral
the fed buka suara soal cut rate dolar turun ke rp 16230,Positif
5 kekhawatiran bosbos perusahaan top dunia soal ri ai sampai resesi,Negatif
saham foru dan karw meroket karena mau dicaplok bos ojk bukabukaan,Positif
saham emiten rokok hmsp dan ggrm bergerak kontras ini alasannya,Netral
ojk bekukan aktivitas perusahaan ini karena direksi tabrak aturan,Negatif
prabowo luncurkan danantara singgung masih ada anak ri yang kelaparan,Netral
terkuak ini rahasia apple dekati rekor valuasi rp 64 kuadriliun,Netral
terungkap modus baru uang palsu mutilasi,Negatif
breaking ihsg lompat 1 lebih dan balik lagi ke level 7300,Positif
bursa suspensi perdagangan saham citra putra realty clay,Negatif
harga saham naik tak wajar bei pantau ketat saham edge dcii,Negatif
belajar dari raffi ahmad begini hukum ahli waris di indonesia,Netral
sederet upaya harita nckl tangani limbah ini daftarnya,Netral
pemerintah racik saldo jht bpjs ketenagakerjaan bisa buat dp rumah,Netral
proyek pembangkit listrik tgra belum jadi manajemen buka suara,Netral
dulu sopir angkot kini prajogo pangestu menjadi orang terkaya nomor empat di indonesia pasca ipo saham cuan dan bren tahun ini kinerja saham milik pp memang super luar biasa brpt 40 tpia 16 bren 435 cuan 2454 ytd sd 9 nov 2023 kenapa luar biasa sahamsaham…,Positif
dukung ekonomi ri simak 10 pencapaian bri di 2024,Positif
ihsg happy weekend cetak rekor ath penutupan baru di 7812,Positif
20 bank bangkrut di ri sepanjang 2024 cek daftar terbarunya,Negatif
dividen shm bbni 2024 kapan ya guys tia,Netral
warga ri cari rokok murah saham ggrm cs tetap ngebul,Positif
bsi hadirkan literasi digital keuangan di mal sejabodetabek,Positif
kala konglomerat rp 946 t berkumpul di bursa bahas nasib ihsg,Netral
transaksi saham kena ppn 12 mulai tahun depan,Netral
awas ini 11 modus penipuan kripto yang banyak makan korban,Netral
dugaan korupsi timah kejagung telusuri jet pribadi milik harvey moeis,Negatif
10 saham paling laris diborong asing tlkm unvr hingga icbp,Positif
gini nder klo kmu ngerasa itu udah untung ya take profit lah kalo masih kurang dan itu saham yg bagus menurut kamu ya stay aja sambil cicil terus tp tentuin cuannya tuh mau berapa inget nder belajar dari investor unvr 😂🤣,Negatif
kpk panggil bos insight investment di kasus taspen,Netral
saham mulai ditinggalkan investor lari ke kripto bos ojk buka suara,Netral
17 saham pendukung prabowogibran ini daftarnya,Netral
kabar baik eksportir mulai rajin parkir dolar di dalam negeri,Positif
bank mandiri terus membuktikan eksistensinya sebagai pemain terkemuka di industri perbankan saham bmri mencapai alltime high di rp 6125 setelah stock split pada tanggal 5 oktober 2023 terus berinovasi dan memberikan keuntungan bagi para investor,Positif
asing terciduk lego rp105 t sahamsaham ini kala ihsg menguat,Negatif
ternyata ini penyebab inflasi medis tinggi,Netral
transmart full day sale baju diobral harga mulai dari rp 28000,Netral
rupiah akhirnya balik menguat dolar turun ke rp 15870,Positif
itu tgtg regulator kominfo dan pemegang saham pengendali tlkm presidenmenbumn yg aku lihat kominfo lebih fokus layanan seluler di wilayah 3t utk perbandingan thailand punya roadmap fbb bagus in versi 2021,Netral
ihsg ditutup naik tipis transaksi tembus rp 95 t bren jadi motornya,Positif
jeff bezos mau jual rp 133 triliun saham amazon buat apa,Netral
masingmasing pemain dan official timnas u20 mendapat 200 lembar saham bbri praktis menjadi investor bank rakyat indonesia bri,Netral
masih ada peluang saham astra asii menguat meski byd serbu pasar ri,Positif
antam antm angkat rauf purnama jadi komisaris utama,Netral
israelhizbullah saling tuduh harga minyak naik hari ini,Negatif
sma aja kyak trading saham analasisa abcdef mantengin chart taunya porto growth kalah sma bca mending all in bca,Positif
layanan digital bank besar makin lengkap bank digital masih relevan,Netral
tiga tahun berdiri nasabah allo bank sudah tembus 11 juta,Positif
restrukturisasi kredit covid berakhir bos bi perbankan kuat,Netral
emiten teknologi futr diakuisisi pemilik baru tambah bisnis ini,Positif
7 aturan baru pinjol debt collector boleh tagih nasabah,Netral
tipu bank bikin rugi rp 79 t bill hwang dihukum 10 tahun penjara,Negatif
saham bca bbca bergerak di zona hijau pada awal sesi i perdagangan 16 februari 2024,Positif
breaking bi rate tetap rupiah malah jeblok ke rp 16000us,Negatif
bri bbri hapus utang 69000 umkm nilainya rp25 triliun,Positif
prabowo sebut perry warjiyo bak jenderal garda terdepan kedaulatan ri,Netral
bidik pertumbuhan double digit guna ungkap strategi 5 tahun ke depan,Positif
ihsg merana di awal pekan sahamsaham ini jadi pemberat,Negatif
aksi blackrock di balik kepul saham hmsp amp ggrm,Netral
akhirnya gua punya citacita baru yah benar punya 2 lot saham bca,Positif
indeks nikkei ambruk nyaris 1 jelang pengumuman siku bunga the fed,Negatif
ihsg menguat di awal pekan asing malah lepas 10 saham ini,Negatif
investor berbondongbondong beli surat utang ri ini penyebabnya,Positif
peringkat wika naik dan dapat prospek stabil dari pefindo,Positif
peringatan dari ojk ihsg akan dihantui hal ini tahun depan,Negatif
ihsg tibatiba terkerek di menjelang penutupan perdagangan selasa 2312024 ditutup menguat 011 saham tpia dan ptro kompak melejit,Positif
low yi ngo direktur pt bayan resources tbk byan membeli 1163300 saham byan dengan harga rp20000 per saham pada 5 januari 2023 setelah transaksi tersebut low yi ngo memiliki 61264300 018 saham byan,Positif
